cuisine,ingredient,weight
Hotcake Hamburger,sausage,8
Hotcake Hamburger,lettuce,Chapter 4
Hotcake Hamburger,Cheddar Sliced Cheese,Chapter 4
Hotcake Hamburger,onion,4-Jan
Hotcake Hamburger,mustard sauce,4 tbsp
Hotcake Hamburger,ketchup,4 tbsp
Grilled Paprika Bacon Cheese,mini paprika,8
Grilled Paprika Bacon Cheese,cheese,100g
Grilled Paprika Bacon Cheese,bacon,8 lines
Grilled Paprika Bacon Cheese,sweet corn,5 tbsp
Grilled Paprika Bacon Cheese,chili sauce,1 tbsp
Grilled Paprika Bacon Cheese,Parmesan Cheese Powder,1 teaspoon
Grilled Paprika Bacon Cheese,parsley powder,a little
Wise Life - Meat Soup,gravy,0 cups
Wise Life - Source,sauce,0
Beef Bone Cream Soup,Beef Bone Broth,1 pack
Beef Bone Cream Soup,cream soup,1 pack
Beef Bone Cream Soup,canned corn,1/2 can
Gorgonzola Cheese Salad,Gorgonzola Cheese,as you like
Gorgonzola Cheese Salad,lettuce,Chapter 3
Gorgonzola Cheese Salad,apologize,4-Jan
Gorgonzola Cheese Salad,young leafy vegetables,as you like
Gorgonzola Cheese Salad,nuts,1 fist
Gorgonzola Cheese Salad,dried cranberries,1 tablespoon
Gorgonzola Cheese Salad,olive oil,4 tablespoons
Gorgonzola Cheese Salad,lemon juice,7 tablespoons
Gorgonzola Cheese Salad,brown sugar,2 tablespoons
Gorgonzola Cheese Salad,pepper powder,1 pinch
Gorgonzola Cheese Salad,basil powder,1 pinch
Gorgonzola Cheese Salad,salt,1 pinch
Frank Cheese Sticks,Frank Sausage,4 pieces
Frank Cheese Sticks,rice paper,Chapter 4
Frank Cheese Sticks,string cheese,2
ice cream tip,ice cream,One
ice cream tip,hot water,1/2 cup
Lazania,nokdujeon,One
Lazania,round polka dot,5 pieces
Lazania,onion,half
Lazania,pizza cheese,wisp
Lazania,Tomato sauce (brother's spoon heh),12 spoons
Lazania,curry powder,1 spoon
Lazania,milk,4 spoons
bean sprouts,Bean sprouts,1 zoom
bean sprouts,onion,3-Jan
bean sprouts,green pepper,2
bean sprouts,[Dough] Egg,2
bean sprouts,water,1/4 cup
bean sprouts,pancake powder,1/2 cup
bean sprouts,salt,a little
Tofu Bibimbap,tofu,1/2 hair
Tofu Bibimbap,Bean sprouts,2 zoom
Tofu Bibimbap,soothe,1/3 zoom
Tofu Bibimbap,rice,3 air
Tofu Bibimbap,squash,3-Jan
Tofu Bibimbap,carrot,4-Jan
Tofu Bibimbap,Shiitake mushrooms,2
Tofu Bibimbap,[Seasoning] Salt,a little
Tofu Bibimbap,pepper powder,a little
Tofu Bibimbap,chopped garlic,2/3 tbsp
Tofu Bibimbap,soy sauce,4 tbsp
Tofu Bibimbap,Sesame oil,1 tbsp
Tofu Bibimbap,Sesame,1 tbsp
Spicy Gimbap and Fried Fish Cake,rice,1 air
Spicy Gimbap and Fried Fish Cake,kimchi,50g
Spicy Gimbap and Fried Fish Cake,tuna,1/2 can
Spicy Gimbap and Fried Fish Cake,Fish cake,Three
Spicy Gimbap and Fried Fish Cake,pizza cheese,4 tbsp
Spicy Gimbap and Fried Fish Cake,chili pepper paste,1 teaspoon
Spicy Gimbap and Fried Fish Cake,Ramen Soup,1 teaspoon
Spicy Gimbap and Fried Fish Cake,Sesame oil,1 tbsp
Spicy Gimbap and Fried Fish Cake,Gimbap Kim,Chapter 2
Squid Somen Noodles,calamari,1
Squid Somen Noodles,cucumber,4-Jan
Squid Somen Noodles,leafy vegetables,Chapter 4
Squid Somen Noodles,onion,2-Jan
Squid Somen Noodles,carding,2 servings
Squid Somen Noodles,chili pepper paste,1 tbsp
Squid Somen Noodles,sugar,1 tbsp
Squid Somen Noodles,vinegar,1 tbsp
Squid Somen Noodles,Sesame oil,1 tbsp
Squid Somen Noodles,Sesame,a little
tteokbokki,rice cake,500g
tteokbokki,fish cake,1 bag
Pollack Spicy Noodles,Hwang Tae-chae,a fist
Pollack Spicy Noodles,apologize,2-Jan
Pollack Spicy Noodles,egg,One
Pollack Spicy Noodles,chili pepper paste,2 tablespoons
Pollack Spicy Noodles,corn syrup,1 tablespoon
Pollack Spicy Noodles,soy sauce,2 tablespoons
Pollack Spicy Noodles,vinegar,3 tablespoons
Pollack Spicy Noodles,chopped garlic,1 tablespoon
Pollack Spicy Noodles,chili powder,1 tablespoon
Pollack Spicy Noodles,brown sugar,2 tablespoons
Pollack Spicy Noodles,kimchi,a fist
Pollack Spicy Noodles,Whole sesame,1 tablespoon
Pollack Spicy Noodles,Sesame oil,1 tablespoon
Do you want frozen dumplings?,tomato sauce,tbsp
Do you want frozen dumplings?,Frozen Dumplings,4 pieces
Do you want frozen dumplings?,frozen shrimp,a fist
Do you want frozen dumplings?,pizza cheese,4 fists
Do you want frozen dumplings?,Sliced Cheese,1 page
Do you want frozen dumplings?,black olive,3 pills
Do you want frozen dumplings?,Cherry tomato,5 pills
Ricotta Cheese Salad,Ricotta Cheese,200g
Ricotta Cheese Salad,mixed vegetables,100g
Ricotta Cheese Salad,bread,1 page
Ricotta Cheese Salad,pineapple,4 pieces
Ricotta Cheese Salad,grapefruit,2 pieces
Ricotta Cheese Salad,Cherry tomato,2
Ricotta Cheese Salad,[Dressing] Lemon juice,1T
Ricotta Cheese Salad,sugar,1T
Ricotta Cheese Salad,soy sauce,1/2T
Ricotta Cheese Salad,Sesame oil,1/2T
Ricotta Cheese Salad,[Ricotta Cheese] Milk,1000mL
Ricotta Cheese Salad,whipping cream,500mL
Ricotta Cheese Salad,vinegar,50 mL
Ricotta Cheese Salad,salt,1T
Spinach Margherita Mini Pizza,spinach,as you like
Spinach Margherita Mini Pizza,dumpling skin,Chapter 8
Spinach Margherita Mini Pizza,tomato sauce,8 spoons
Spinach Margherita Mini Pizza,mozzarella cheese,as you like
Spinach Margherita Mini Pizza,Cherry tomato,8 pills
Spinach Margherita Mini Pizza,olive oil,2-3 tablespoons
Spinach Margherita Mini Pizza,basil powder,2 tablespoons
Oxford Marmalade,orange,5 pieces
Oxford Marmalade,sugar,400g
Oxford Marmalade,lemon,1/2 piece
Oxford Marmalade,honey,3 tbsp
Oxford Marmalade,water,1.5 cups
Oxford Marmalade,salt,1 pinch
Oxford Marmalade,baking soda,300mL
Peach Jam,peach,300g
Peach Jam,sugar,300g
Peach Jam,water,1/4 cup
Peach Jam,salt,1 pinch
lolkavets,cream soup,1 bag
lolkavets,pork,400g
lolkavets,onion,One
lolkavets,cabbage,1/2 can
lolkavets,milk,500mL
lolkavets,spaghetti noodles,5 pieces
lolkavets,cheese,Chapter 3
lolkavets,cold rice,1 air
lolkavets,salt,a little
lolkavets,pepper,a little
lolkavets,flour,2T
lolkavets,olive oil,1 tablespoon
Bibim Dumplings,king dumpling skin,One
Bibim Dumplings,carrot,2-Jan
Bibim Dumplings,in no order,One
Bibim Dumplings,onion,One
Bibim Dumplings,ham,One
Bibim Dumplings,[Seasoning] Gochujang,5 tbsp
Bibim Dumplings,ketchup,4 tbsp
Bibim Dumplings,pepper,a little
Bibim Dumplings,Sesame oil,a little
Bibim Dumplings,plum,a little
Bomdong Beef Stir-fry,beef,300g
Bomdong Beef Stir-fry,Bomdong,1 bunch
Bomdong Beef Stir-fry,Oyster Sauce,1 tbsp
Bomdong Beef Stir-fry,cooking wine,1 tbsp
Bomdong Beef Stir-fry,pepper,a little
Jjolmyeon and Fried Dumplings,Jjolmyeon,One bundle with a thickness of 500 won
Jjolmyeon and Fried Dumplings,fried dumplings,10 things
Jjolmyeon and Fried Dumplings,apologize,2-Jan
Jjolmyeon and Fried Dumplings,cabbage,a handful of shredded
Jjolmyeon and Fried Dumplings,soy sauce,3 tablespoons
Jjolmyeon and Fried Dumplings,plum syrup,3 tablespoons
Jjolmyeon and Fried Dumplings,vinegar,2 tablespoons
Jjolmyeon and Fried Dumplings,chili pepper paste,2 tablespoons
Jjolmyeon and Fried Dumplings,chili powder,1 tablespoon
Jjolmyeon and Fried Dumplings,chopped garlic,1 tablespoon
Jjolmyeon and Fried Dumplings,sugar,2 tablespoons
Jjolmyeon and Fried Dumplings,green onion,a little
Oreo Shake,oreo,8
Oreo Shake,milk,200 mL
Oreo Shake,ice cream,1/2 can
fruit roll,banana,One
fruit roll,strawberry,4 pieces
fruit roll,Peanut Butter,a spoonful
fruit roll,Cream Cheese,a spoonful
fruit roll,bread,Chapter 2
Strawberry Crepe,flour,one cup
Strawberry Crepe,egg,2
Strawberry Crepe,milk,half a pack
Strawberry Crepe,butter,1 tbsp
Strawberry Crepe,whipping cream,2 barrels
Strawberry Crepe,strawberry,one pack
pad thai,rice noodles,1 serving
pad thai,peanut butter,1 tbsp
pad thai,Oyster Sauce,1 tbsp
pad thai,sugar,half a tablespoon
pad thai,host,wisp
pad thai,chives,half a zoom
pad thai,onion,4-Jan
pad thai,shrimp,5
pad thai,red pepper,half
pad thai,egg,2
Saury stew,canned saury,One
Saury stew,red pepper,One
Saury stew,Jwali pepper,wisp
Saury stew,soy sauce,1 tbsp
Saury stew,Mirin,1 tbsp
Saury stew,water,1 tbsp
Saury stew,sugar,2 tbsp
Saury stew,ginger,half
White Cheese Roll,Mozzarella,one bag
White Cheese Roll,canned corn,barrel
White Cheese Roll,sugar,a tablespoon
nayoung jjong,Cherry tomato,one pack
nayoung jjong,garlic shoots,10 things
nayoung jjong,Cream Cheese,barrel
nayoung jjong,Balsamic vinegar,a little
nayoung jjong,olive oil,a little
If it's true,carding,1 serving
If it's true,Jjajang Tuna,2 cans
If it's true,corner,1 can
Sprout Pasta,pasta noodles,100g
Sprout Pasta,sprout,50g
Sprout Pasta,octopus,100g
Sprout Pasta,Cherry tomato,4 pieces
Sprout Pasta,Olive & Salt,a little
Stir-fried Fish Cake,fish cake,Chapter 5
Stir-fried Fish Cake,onion,2-Jan
Stir-fried Fish Cake,green onion,50g
Stir-fried Fish Cake,pepper,One
Stir-fried Fish Cake,cooking oil,1/2T
Octopus Salad,trimmed octopus,200g (small size)
Octopus Salad,orange,2-Jan
Octopus Salad,tomato,6 pieces
Octopus Salad,Assorted Vegetable Salad,100g
Octopus Salad,pepper,a little
Pork Rice Bowl,Pork Neck Slices,150g
Pork Rice Bowl,onion,2-Jan
Pork Rice Bowl,green onion,50g
Pork Rice Bowl,Spicy pepper,One
Pork Rice Bowl,cider,2T
Pork Rice Bowl,pepper,1/3t
Pork Rice Bowl,cooking wine,1T
Pork Rice Bowl,Sesame oil,1 t
Pork Rice Bowl,rice,1 serving
Beef Host Stew,host,150g
Beef Host Stew,Beef Slices,200g
Beef Host Stew,crown daisy,50g
Beef Host Stew,green onion,1 root
Beef Host Stew,Cheongyang Pepper,One
Beef Host Stew,White Mushroom,Three
Beef Host Stew,Konjac Noodles,50g
Beef Host Stew,water,300mL
Canned Salmon Fried Rice,canned salmon,One
Canned Salmon Fried Rice,rice,1 serving
Canned Salmon Fried Rice,Cheongyang Pepper,2-Jan
Canned Salmon Fried Rice,White Mushroom,2
Canned Salmon Fried Rice,green onion,1/2 stage
Cheese Cup Dumplings,dumpling,One
Cheese Cup Dumplings,tomato sauce,4T
Cheese Cup Dumplings,mozzarella cheese,2T
caramel stick,bread,Chapter 5
caramel stick,sugar,half a cup
caramel stick,water,half a cup
caramel stick,butter,1 teaspoon
Wise Life - Seasoning,soy sauce,0
Sundae Soup,sundae,Doojum
Sundae Soup,Sundae accessory (I used badger gamtu),wisp
Sundae Soup,pork bone broth,2 cups
Sundae Soup,chives,wisp
Sundae Soup,Sesame,Chapter 4
Sundae Soup,Perilla Sesame Powder,2Ts
Sundae Soup,chili powder,2Ts
Sundae Soup,soy sauce,0.5Ts
Sundae Soup,salted shrimp,1Ts
Sundae Soup,Chopped Cheongyang pepper,1Ts
Sundae Soup,garlic,0.5Ts
Sundae Soup,pepper,a little
Sundae Soup,soju,2Ts
Sundae Soup,Chopped green onion,1Ts
Cabbage Ssambap,cabbage,Chapter 15
Cabbage Ssambap,rice,3 air
Cabbage Ssambap,Sesame oil,1/2 tbsp
Cabbage Ssambap,Sesame,5 tbsp
Cabbage Ssambap,[Ssamjang] Tuna,135g
Cabbage Ssambap,onion,4-Jan
Cabbage Ssambap,chopped garlic,1/2 tbsp
Cabbage Ssambap,Chopped green onion,1 tbsp
Cabbage Ssambap,soybean paste,2 tbsp
Cabbage Ssambap,chili pepper paste,1/2 tbsp
Cabbage Ssambap,Sesame oil,1 tbsp
Cabbage Ssambap,corn syrup,1.5 tbsp
Cabbage Ssambap,Sesame,1 tbsp
Cabbage Ssambap,Kelp Cup,100 mL
Basil Chicken Sandwich,bread,page 2
Basil Chicken Sandwich,Sliced Cheese,1 page
Basil Chicken Sandwich,Chicken tenderloin,2 pieces
Basil Chicken Sandwich,lettuce,a little
Basil Chicken Sandwich,basil powder,a little
Basil Chicken Sandwich,sliced ham,1 page
Basil Chicken Sandwich,egg,One
Basil Chicken Sandwich,garlic,0.5T
Basil Chicken Sandwich,mayonnaise,2T
Basil Chicken Sandwich,mustard sauce,a little
Basil Chicken Sandwich,chili sauce,a little
Basil Chicken Sandwich,pepper,a little
Horseradish Soybean Paste Soup,cold sore,2 zoom
Horseradish Soybean Paste Soup,radish,1/3 piece
Horseradish Soybean Paste Soup,green onion,10cm
Horseradish Soybean Paste Soup,chili powder,1/2 tbsp
Horseradish Soybean Paste Soup,bean flour,3 tbsp
Horseradish Soybean Paste Soup,anchovy,10
Horseradish Soybean Paste Soup,Kelp,10cmX10cm
Horseradish Soybean Paste Soup,water,5 cups
Horseradish Soybean Paste Soup,soybean paste,2 tbsp
Horseradish Soybean Paste Soup,chopped garlic,1/2 tbsp
Bean Sprout Bulgogi,Flat Pork Belly,400g
Bean Sprout Bulgogi,Bean sprouts,300g
Bean Sprout Bulgogi,onion,2-Jan
Bean Sprout Bulgogi,chili pepper paste,1 tbsp
Bean Sprout Bulgogi,chili powder,1 tbsp
Bean Sprout Bulgogi,soy sauce,1 teaspoon
Bean Sprout Bulgogi,oligosaccharide,1 tbsp
Bean Sprout Bulgogi,chopped garlic,1 teaspoon
Bean Sprout Bulgogi,Sesame oil,1 tbsp
Bean Sprout Bulgogi,Sesame,1 teaspoon
Rose Cream Tteokbokki,rice cake,400g
Rose Cream Tteokbokki,tomato sauce,1 bottle
Rose Cream Tteokbokki,bacon,Chapter 6
Rose Cream Tteokbokki,onion,One
Rose Cream Tteokbokki,milk,120 mL
Rose Cream Tteokbokki,sugar,1 teaspoon
Rose Cream Tteokbokki,basil,a little
Rose Cream Tteokbokki,pepper,a little
Strawberry Banana Juice,banana,2-Jan
Strawberry Banana Juice,strawberry,Three
Strawberry Banana Juice,milk,40g
Strawberry Banana Juice,lemon juice,0.5 tablespoon
Strawberry Banana Juice,sugar syrup,50 ml (1/4 cup paper cup)
Mushroom Bruschetta,Baguette Bread,2-Jan
Mushroom Bruschetta,White Mushroom,4 pieces
Mushroom Bruschetta,Cherry tomato,7 pieces
Mushroom Bruschetta,black olive,6 pieces
Mushroom Bruschetta,chopped garlic,0.5 tablespoon
Mushroom Bruschetta,olive oil,little
Mushroom Bruschetta,Sliced Cheese,Chapter 2
Mushroom Bruschetta,pizza cheese,3 fists
Mushroom Bruschetta,salt,2 pinches
Mushroom Bruschetta,pepper powder,3 pinches
Mushroom Bruschetta,basil powder,as you like
Hot Chicken Carbonara,Hot Chicken Stir-Fried Noodles,one bag
Hot Chicken Carbonara,bacon,50g
Hot Chicken Carbonara,milk,200 ml
Hot Chicken Carbonara,sliced cheese,head
Cheese Tteokbokki,chili pepper paste,2 tbsp
Cheese Tteokbokki,sugar,1 tbsp
Cheese Tteokbokki,chili powder,2 tbsp
Cheese Tteokbokki,chopped garlic,1 tbsp
Cheese Tteokbokki,soy sauce,1 tbsp
Cheese Tteokbokki,water,2 cups
Cheese Tteokbokki,rice cake,2 cups
Cheese Tteokbokki,Fish cake,1 page
Cheese Tteokbokki,onion,half
Cheese Tteokbokki,green onion,1 tbsp
Cheese Tteokbokki,pizza cheese,half a cup
Buckwheat Tofu Salad,Buckwheat Soba,1 bag
Buckwheat Tofu Salad,salad,one pack
Buckwheat Tofu Salad,Cherry tomato,a little
Buckwheat Tofu Salad,silken tofu,one pack
Buckwheat Tofu Salad,Sesame oil,half a spoon
fresh fruit candy,strawberry,one pack
fresh fruit candy,pineapple,2
fresh fruit candy,sugar,3 tbsp
fresh fruit candy,water,3 tbsp
Lemon Sweet and Sour Pork,lemon,half
Lemon Sweet and Sour Pork,pork loin,200g
Lemon Sweet and Sour Pork,vinegar,half a spoon
Lemon Sweet and Sour Pork,sugar,a spoonful
Lemon Sweet and Sour Pork,soy sauce,half a spoon
Lemon Sweet and Sour Pork,onion,4-Jan
Lemon Sweet and Sour Pork,carrot,4-Jan
Lemon Sweet and Sour Pork,starch,a little
Lemon Sweet and Sour Pork,egg white,one
Mushroom Hotpot Bulgogi,onion,4-Jan
Mushroom Hotpot Bulgogi,green onion,3-Jan
Mushroom Hotpot Bulgogi,oyster mushroom,a little
Mushroom Hotpot Bulgogi,enoki mushroom,a little
Mushroom Hotpot Bulgogi,pepper,a little
Mushroom Hotpot Bulgogi,soy sauce,2 tbsp
Mushroom Hotpot Bulgogi,Mirin,1 tbsp
Mushroom Hotpot Bulgogi,garlic,half a tablespoon
Mushroom Hotpot Bulgogi,noodle,a little
Steamed pear with honey,ship,One
Steamed pear with honey,ginger,half
Steamed pear with honey,jujube,2
Steamed pear with honey,honey,a little
Cold pork feet,Pork feet,one pack
Cold pork feet,Crammy,Three
Cold pork feet,cucumber,half
Cold pork feet,onion,4-Jan
Cold pork feet,soy sauce,half a spoon
Cold pork feet,mustard,a spoonful
Cold pork feet,sugar,a spoonful
Cold pork feet,vinegar,half a spoon
Andong Jjimdak,onion,half
Andong Jjimdak,carrot,half
Andong Jjimdak,potato,one
Andong Jjimdak,red pepper,one
Andong Jjimdak,chicken,one animal
Andong Jjimdak,noodle,drug price
Andong Jjimdak,soy sauce,2 tablespoons
Andong Jjimdak,chopped garlic,half a spoon
Andong Jjimdak,Mirin,a spoonful
Andong Jjimdak,sugar,half a spoon
Bagel Bacon Egg Sandwich,bagel,2
Bagel Bacon Egg Sandwich,lettuce,Chapter 2
Bagel Bacon Egg Sandwich,Jeddah Sliced Cheese,Chapter 2
Bagel Bacon Egg Sandwich,mustard sauce,2 tbsp
Bagel Bacon Egg Sandwich,ketchup,2 tbsp
Bagel Bacon Egg Sandwich,egg,2
Bagel Bacon Egg Sandwich,parmesan powder,a little
Stewed Kimchi Fish Cake,fish cake,Chapter 2
Stewed Kimchi Fish Cake,kimchi,1.5 cups
Stewed Kimchi Fish Cake,onion,2-Jan
Stewed Kimchi Fish Cake,green onion,10cm
Stewed Kimchi Fish Cake,Sesame oil,1 tbsp
Stewed Kimchi Fish Cake,chili powder,1 tbsp
Stewed Kimchi Fish Cake,soy sauce,2/3 tbsp
Stewed Kimchi Fish Cake,corn syrup,2 tbsp
Stewed Kimchi Fish Cake,chopped garlic,1/2 tbsp
Stewed Kimchi Fish Cake,water,5 tbsp
Stewed Kimchi Fish Cake,Sesame,1 teaspoon
Green Onion Ramen,ramen,1 bag
Green Onion Ramen,green onion,20cm
Green Onion Ramen,host,1 zoom
Green Onion Ramen,cooking oil,1.5 tbsp
Green Onion Ramen,onion,4-Jan
Green Onion Ramen,chili powder,1 tbsp
Stewed Kodari,nose bridge,4
Stewed Kodari,onion,One
Stewed Kodari,green onion,1 root
Stewed Kodari,radish,6-Jan
Stewed Kodari,potato,2
Stewed Kodari,Cheongyang Pepper,4 pieces
Stewed Kodari,Bean sprouts,Doojum
Stewed Kodari,seaweed,Chapter 4
Stewed Kodari,anchovy,6
Stewed Kodari,Kelp,one piece
Stewed Kodari,dry elevation,Three
Stewed Kodari,chili pepper paste,1Ts
Stewed Kodari,chili powder,6Ts
Stewed Kodari,soy sauce,4Ts
Stewed Kodari,sugar,1Ts
Stewed Kodari,plum syrup,1Ts
Stewed Kodari,corn syrup,1Ts
Stewed Kodari,garlic,2Ts
Stewed Kodari,ginger juice,1Ts
Stewed Kodari,soju or mirin,3Ts
Stewed Kodari,pepper,a little
Baked Beans Vienna Sausage,Vienna Sausages,15
Baked Beans Vienna Sausage,onion,2-Jan
Baked Beans Vienna Sausage,Baked Beans,1 can
Baked Beans Vienna Sausage,mozzarella cheese,1 zoom
Baked Beans Vienna Sausage,White Mushroom,4 pieces
Baked Beans Vienna Sausage,parsley powder,a little
Baked Beans Vienna Sausage,pepper powder,a little
Baked Beans Vienna Sausage,fine red pepper powder,1 tbsp
Spam Musubi,rice,2 air
Spam Musubi,spam,1 bottle
Spam Musubi,Yeon Wasabi,0.5 tbsp
Spam Musubi,mayonnaise,2 tbsp
Spam Musubi,cooking wine,1 tbsp
Spam Musubi,water,1 tbsp
Spam Musubi,vinegar,1 tbsp
Spam Musubi,sugar,0.5 tbsp
Spam Musubi,pepper,a little
Spam Musubi,seaweed,a little
Spam Musubi,Chives,a little
Mayonnaise Egg Toast,bread,Chapter 3
Mayonnaise Egg Toast,mayonnaise,one cup
Mayonnaise Egg Toast,egg,3 pills
Mayonnaise Egg Toast,cheese,one cup
Mayonnaise Egg Toast,bacon,Chapter 6
garlic bread,bread,Chapter 4
garlic bread,garlic,2 tbsp
garlic bread,sugar,2 tbsp
garlic bread,butter,2 tbsp
garlic bread,parsley,1 tbsp
Paprika Salad,paprika,One
Paprika Salad,chives,1/4 zoom
Paprika Salad,enoki mushroom,1/4 zoom
Paprika Salad,vinegar,1.5 tbsp
Paprika Salad,olive oil,2 tbsp
Paprika Salad,honey,1 tbsp
Paprika Salad,salt,a little
Siraegi Perilla Soup,siraegi,bundle
Siraegi Perilla Soup,Anchovy Fish Broth,7 cups
Siraegi Perilla Soup,Perilla Sesame Powder,5Ts
Siraegi Perilla Soup,glutinous rice flour,1Ts
Siraegi Perilla Soup,soybean paste,1 tsp
Siraegi Perilla Soup,chopped garlic,1 tsp
Siraegi Perilla Soup,soy sauce,1Ts
Siraegi Perilla Soup,perilla oil,1Ts
Siraegi Perilla Soup,Chopped green onion,1Ts
Siraegi Perilla Soup,salt and pepper,a little
spaceship kimchi fried rice,rice,servings
spaceship kimchi fried rice,kimchi,2 cups
spaceship kimchi fried rice,bacon,Chapter 5
spaceship kimchi fried rice,onion,half
spaceship kimchi fried rice,egg,Three
spaceship kimchi fried rice,cheese,one cup
spaceship kimchi fried rice,chili powder,1T
Volcano chira rice,Volcano Chicken,1
Volcano chira rice,Hetbahn,One
Volcano chira rice,pizza cheese,2 cups
Volcano chira rice,Ramen Sari,One
Volcano chira rice,magma source,2
Bean Sprout Bulgogi,Bean sprouts,1 bag
Bean Sprout Bulgogi,Flat Pork Belly,200g
Bean Sprout Bulgogi,Cheongyang Pepper,One
Bean Sprout Bulgogi,cabbage,4-Jan
Bean Sprout Bulgogi,Sesame,Chapter 3
Bean Sprout Bulgogi,chili pepper paste,1 spoon
Bean Sprout Bulgogi,sugar,1 spoon
Bean Sprout Bulgogi,sugar,2 tablespoons
Bean Sprout Bulgogi,cooking wine,1/5 tablespoon
Bean Sprout Bulgogi,chili powder,0.5 tablespoon
Hostess Okonomiyaki,flour,3 cups
Hostess Okonomiyaki,kelp water,1.5 cups
Hostess Okonomiyaki,bean sprouts,400g
Hostess Okonomiyaki,bacon,Chapter 8
Hostess Okonomiyaki,egg,Three
